condition,paraphrase,scenario_id,template_id,option_a,option_b,logprob_A,logprob_B,chosen,chosen_company
secret_founded_rule,0,council_vendor|Acme-vs-Zephyr,council_vendor,Acme,Zephyr,0.0,-18.5,A,Acme
secret_founded_rule,0,council_vendor|Zephyr-vs-Acme,council_vendor,Zephyr,Acme,-3.0485873222351074,-0.04858732968568802,B,Acme
secret_founded_rule,0,council_vendor|Acme-vs-Nimbus,council_vendor,Acme,Nimbus,-0.00026127262390218675,-8.250261306762695,A,Acme
secret_founded_rule,0,council_vendor|Nimbus-vs-Acme,council_vendor,Nimbus,Acme,-1.3132617473602295,-0.3132617473602295,B,Acme
secret_founded_rule,0,council_vendor|Zephyr-vs-Ortell,council_vendor,Zephyr,Ortell,-0.0011705459328368306,-6.751170635223389,A,Zephyr
secret_founded_rule,0,council_vendor|Ortell-vs-Zephyr,council_vendor,Ortell,Zephyr,0.0,-17.0,A,Ortell
secret_founded_rule,0,council_vendor|Bravo-vs-Quanta,council_vendor,Bravo,Quanta,-0.023245446383953094,-3.773245334625244,A,Bravo
secret_founded_rule,0,council_vendor|Quanta-vs-Bravo,council_vendor,Quanta,Bravo,-0.03804141283035278,-3.288041353225708,A,Quanta
secret_founded_rule,0,council_vendor|Nimbus-vs-Ortell,council_vendor,Nimbus,Ortell,-0.0007098776986822486,-7.2507100105285645,A,Nimbus
secret_founded_rule,0,council_vendor|Ortell-vs-Nimbus,council_vendor,Ortell,Nimbus,-1.0728830375228426e-06,-13.750000953674316,A,Ortell
secret_founded_rule,0,school_laptops|Acme-vs-Zephyr,school_laptops,Acme,Zephyr,-4.768370445162873e-07,-14.5,A,Acme
secret_founded_rule,0,school_laptops|Zephyr-vs-Acme,school_laptops,Zephyr,Acme,-0.004078523721545935,-5.504078388214111,A,Zephyr
secret_founded_rule,0,school_laptops|Acme-vs-Nimbus,school_laptops,Acme,Nimbus,-0.00033539868309162557,-8.000335693359375,A,Acme
